Time,heatExchanger.Tcold_IN,heatExchanger.Tcold_OUT,heatExchanger.Thot_IN,heatExchanger.Thot_OUT,heatExchanger.metal.T,heatExchanger.mFlow_HOT,heatExchanger.mFlow_COLD
30.0,292.906804556,293.591323391,293.348225231,293.529539568,293.15,0.488781939541,0.288562125675
30.0,292.428943404,293.250848833,292.781855754,293.334618553,293.15,0.489314443512,0.297941504691
30.4,292.291192862,293.502643518,292.429513323,293.194589558,293.15,0.483875135061,0.316010402915
32.0,291.998124925,292.573906091,294.024240753,293.156398989,293.152,0.488989958835,0.284694866184
33.6,291.463344206,293.436573099,294.418866883,293.180158765,293.159,0.485704301022,0.295816168756
35.2,291.99148111,293.983843731,295.527486847,292.866956206,293.173,0.513060494656,0.312187375549
36.8,291.031334225,293.503810916,295.908905204,292.173361977,293.193,0.499159500087,0.295023026227
38.4,291.803205148,293.422543056,296.534732539,292.900228248,293.221,0.512264569236,0.296618889622
40.0,290.974017396,293.976452335,297.796930006,292.670987024,293.256,0.487450216758,0.281197396448
41.6,290.725172889,293.896974,298.288046507,292.239742615,293.297,0.517795564533,0.296366263775
43.2,289.80391555,294.008873345,297.79178243,293.645195876,293.345,0.516197663134,0.299853935066
44.8,290.424314718,293.4403602,298.605555057,292.432990078,293.4,0.506542007181,0.298928906151
46.4,290.735863419,293.043499882,299.616342392,293.965994464,293.461,0.499128468835,0.299865512509
48.0,289.878207163,292.560673723,300.290083459,293.531478727,293.529,0.495507975576,0.312485119617
49.6,288.766670033,293.317217016,301.74996051,292.834432611,293.603,0.515127581127,0.307715328698
51.2,289.598148734,293.792277615,300.748785696,292.941811037,293.683,0.485430053053,0.295437895848
52.8,288.774206393,294.024056751,302.47704493,293.968706642,293.769,0.519548152207,0.283684257922
54.4,289.251238985,293.469056177,303.784282654,293.079336976,293.862,0.49930626362,0.316044660231
56.0,288.185125158,292.834592301,303.121607026,292.523691373,293.961,0.480915942424,0.31550731595
57.6,287.4183421,292.278952102,304.552021065,292.840443399,294.065,0.490473899678,0.319600369477
59.2,287.257494394,293.673147751,305.46727767,294.003745117,294.176,0.514361635981,0.314504963287
60.8,287.334274012,292.368205812,305.701695092,294.098979489,294.294,0.487587201636,0.293044946923
62.4,287.382189658,292.540345919,305.642096869,294.056739074,294.417,0.505219624735,0.29833120708
64.0,285.385268555,293.405389155,306.135319533,292.950906293,294.546,0.488612279654,0.280958341336
65.6,286.61450171,294.007270041,306.96850311,293.554907789,294.682,0.510885269679,0.29963102817
67.2,285.167399855,292.397161978,307.340589676,293.192324995,294.824,0.492126299188,0.302910198872
68.8,285.679674524,293.591215649,309.217594675,293.321028506,294.971,0.495534570133,0.317470276437
70.4,285.364428717,292.802969323,308.548839675,293.228215225,295.125,0.494440286876,0.299547341687
72.0,285.262301738,293.830828805,310.18575849,292.330392347,295.285,0.507259658244,0.282281552737
73.6,284.574325158,292.9073507,311.041411034,292.751016836,295.45,0.495968005996,0.290725212255
75.2,283.914857883,293.320718053,311.934540503,292.795596024,295.622,0.519326536718,0.313114879763
76.8,284.347171564,292.535489313,311.483336087,292.938706063,295.8,0.493805508339,0.292544276756
78.4,282.525097082,293.522231801,313.508000509,294.121052435,295.983,0.491105054372,0.287795682275
80.0,283.637148517,293.033227324,313.167603815,293.324231267,296.172,0.494849037191,0.308886483948
80.0,283.464159387,293.069049075,313.201916836,293.889842148,296.172,0.481361593003,0.281132330075
81.6,282.588591275,293.950438347,312.813432874,294.287482603,296.366,0.495844493985,0.291326622161
83.2,282.985300639,293.857398977,312.336184826,293.323326631,296.56,0.516544931572,0.313391036916
84.8,282.924186431,292.931097508,313.608148185,293.058373976,296.754,0.505480820784,0.300140574253
86.4,283.855719319,292.520371029,313.361565657,294.344094839,296.946,0.510769425913,0.288847659451
88.0,283.424163803,292.796287827,312.241267568,293.635174544,297.136,0.509498550254,0.310791783039
89.6,283.684012721,292.408874886,313.297926371,295.162551199,297.324,0.490564336866,0.314148191511
91.2,283.275880502,292.869689059,312.22302169,293.720294421,297.51,0.480273958195,0.304137380346
92.8,283.175100873,293.803900296,312.880137177,293.758911018,297.694,0.508910547238,0.308169601036
94.4,282.863549474,294.079380933,313.699375223,294.705493864,297.876,0.492339721241,0.304163005635
96.0,282.385844787,293.090219396,312.584912572,295.556135905,298.056,0.510978101269,0.297540253036
97.6,283.864785753,293.574338864,313.401007511,294.677190483,298.234,0.490302796554,0.296442726588
99.2,282.156237818,293.071819816,313.417594015,294.78485058,298.41,0.491188910977,0.305171799211
100.8,284.116318184,293.12894769,313.708528734,295.592014921,298.583,0.493896740731,0.280392642284
102.4,283.91153248,293.630965181,314.011680469,295.155585641,298.754,0.484667298875,0.285525209279
104.0,282.269408776,292.404024694,312.317476446,296.506683716,298.922,0.504633394941,0.290050493371
105.6,282.702141494,292.340314697,313.749229027,296.871665495,299.087,0.51746768022,0.31045068806
107.2,282.618981396,293.550277595,312.971443876,295.97415227,299.249,0.519903087083,0.280756721499
108.8,283.590062523,293.178932679,312.202473801,297.184081,299.408,0.512197542368,0.287295565122
110.4,282.293829173,293.258072448,312.261090301,298.56749007,299.564,0.513801528579,0.296942507508
112.0,284.029469311,293.918212548,313.111277589,298.684439335,299.716,0.513367047077,0.297949521297
113.6,283.441782182,292.912923657,312.549748758,299.256374626,299.864,0.489460139362,0.319103084789
115.2,283.297139126,292.022642686,313.51744019,298.630431441,300.009,0.480225402123,0.304583216183
116.8,282.277380938,292.406124212,312.45409411,298.637571574,300.149,0.483024150024,0.299809985442
118.4,282.433233297,293.240256191,312.55870981,299.533713906,300.285,0.50996470813,0.283852130301
120.0,282.860037194,293.095020807,314.06451539,300.63300099,300.417,0.491370003491,0.306648205677
121.6,283.742376269,293.650694391,313.941742742,301.209752181,300.545,0.494258138073,0.319711424734
123.2,283.316311495,293.1692917,312.517264128,300.067150443,300.668,0.518171465958,0.287937678327
124.8,282.361052897,291.68137801,313.408688382,301.029931044,300.786,0.495819749328,0.312247638477
126.4,283.50893308,291.865568844,313.05161565,301.839569235,300.899,0.506889883212,0.306925872549
128.0,282.397462185,291.776608105,312.485775546,301.357895283,301.008,0.486777449066,0.314142485863
129.6,282.984433202,293.040519898,312.704996271,302.50499272,301.112,0.503068892496,0.312627917704
131.2,283.824147007,292.800224607,312.861993406,303.831992304,301.211,0.505178478914,0.317667439651
132.8,283.206031455,292.314871895,312.880715468,302.881422427,301.305,0.511216902791,0.292063262103
134.4,283.335382049,291.495989096,312.274849341,303.686971408,301.395,0.518620751336,0.304743910174
136.0,283.614559793,291.488448688,312.2278723,304.657613995,301.479,0.508686279837,0.286884237989
137.6,282.631517058,291.327086444,313.930921092,305.199822034,301.559,0.498878862095,0.29840888159
139.2,282.791023752,291.89835097,312.789094863,304.975312311,301.634,0.502956364265,0.315978883611
140.8,282.550635187,291.355432443,312.778803661,305.26939774,301.704,0.504099973163,0.29770133915
142.4,283.000626502,291.371257662,313.814678477,305.299033176,301.77,0.483418667187,0.28372153486
144.0,284.101475851,291.871991329,313.982435866,305.153251861,301.831,0.504221931266,0.286746510953
145.6,283.824901249,291.060153715,312.871296791,306.980606969,301.888,0.515780502948,0.286889981183
147.2,282.180015293,291.869561313,313.321504559,306.258880229,301.94,0.480759646106,0.319381301471
148.8,282.557253808,291.415436582,313.83054268,307.804945177,301.989,0.519740971466,0.304919599328
150.4,282.589366205,291.715712107,312.788739778,307.302269556,302.033,0.507905405056,0.30189735967
152.0,282.557432373,290.655478112,312.608012591,308.240310859,302.074,0.481997853133,0.31206925112
153.6,282.631630741,290.271380077,312.58983166,307.611519399,302.111,0.503340164972,0.310058068485
155.2,283.319560206,290.962640519,312.439337016,308.383318584,302.144,0.513887443891,0.304532857626
156.8,284.102857421,290.087521919,313.03872052,307.809493518,302.174,0.509480553177,0.281890625777
158.4,283.572561324,289.972257519,312.234051834,308.894929911,302.201,0.484990018174,0.30839025345
160.0,282.670342208,290.093099005,313.594302728,309.976530171,302.225,0.511071159323,0.288128171156
161.6,283.288968745,291.048113559,312.450648745,308.544200011,302.247,0.493377999652,0.288793768293
163.2,283.650951372,290.426282134,312.988877587,310.43007653,302.265,0.510968144707,0.307285249985
164.8,283.666558643,290.973919745,312.453503839,309.118624781,302.281,0.512054967988,0.296428536695
166.4,283.43120714,289.385067211,312.940662799,309.118225115,302.295,0.49661817844,0.302466743845
168.0,283.956865179,289.507946154,313.910938801,309.984868786,302.307,0.519187450184,0.30803037295
169.6,283.109846617,289.313319262,313.052702282,310.784753995,302.316,0.498184881399,0.2862719961
171.2,284.064054922,289.595448634,313.11712178,309.748189856,302.324,0.496179686503,0.297135401364
172.8,282.5801822,289.309882621,312.46336612,310.854717645,302.33,0.509019045709,0.300923477168
174.4,283.351508762,288.880331056,312.603540716,310.290873377,302.335,0.504528214604,0.289654287015
176.0,283.521457835,288.734358629,313.846402105,311.161714054,302.338,0.487256370278,0.299265780863
177.6,283.974374908,289.440361851,313.227824219,310.345038264,302.34,0.484887273442,0.295998388215
179.2,282.852997296,288.28155633,312.91640465,310.903201672,302.341,0.488334080383,0.306520773478
180.8,283.878336973,289.71455338,312.201909107,311.222994771,302.34,0.503733372967,0.317115269902
182.4,283.018573687,288.708809578,312.656803182,312.216604949,302.339,0.501328673479,0.316540835819
184.0,283.1647711,288.531589218,313.032551784,312.349406557,302.337,0.481499665354,0.31306842076
185.6,284.051103518,288.725257504,312.272879151,311.643697563,302.334,0.482519307313,0.284027923181
187.2,282.281552843,287.964029456,313.84712334,311.702201306,302.33,0.49247955162,0.316023290082
188.8,283.167463812,287.964384639,313.468483034,312.389270908,302.326,0.501486374287,0.285793880754
190.4,282.240683419,288.496474725,312.308064359,312.715296399,302.322,0.501767435585,0.305571562604
192.0,282.29956292,288.809905903,312.755109061,311.621560511,302.317,0.480704967191,0.316486322847
193.6,282.948938795,287.254000454,312.357727415,311.859053627,302.311,0.514656558548,0.314927967896
195.2,283.924887955,287.679669137,312.648085088,312.139059761,302.305,0.498677416647,0.319303587217
196.8,283.287331786,286.761052506,312.404262451,312.526465772,302.299,0.494682125442,0.306237000321
198.4,284.129313043,287.130575289,312.450699446,312.658401637,302.293,0.494132370273,0.298634509148
200.0,282.352940673,287.802383868,312.553326392,312.94044307,302.286,0.513805464731,0.280761174201
201.6,283.740857436,287.251162665,314.147539727,311.884089053,302.279,0.507073251942,0.2881296868
203.2,283.643882357,286.72610102,313.651644889,312.364928551,302.272,0.483280709602,0.313450048485
204.8,284.03465248,287.10858455,312.966801104,312.580852419,302.265,0.519939002975,0.315994974831
206.4,283.371325481,286.149064154,312.302311283,311.667157659,302.258,0.495489141395,0.290063648963
208.0,283.150102912,285.777716855,313.051705999,311.768803298,302.251,0.498382380559,0.308968526825
209.6,282.620571678,286.935666062,312.565300749,312.001439905,302.245,0.498616193725,0.304543591133
211.2,282.580244344,286.516368215,313.415020314,312.940209667,302.238,0.486211336508,0.30006158038
212.8,282.264030312,286.485690052,312.323892702,312.375557407,302.231,0.51757242199,0.288578062199
214.4,282.899176454,286.646430898,312.889422359,312.881365332,302.224,0.50034524829,0.293877295829
216.0,282.406188055,286.737946378,314.12449563,311.748773054,302.218,0.490495909783,0.310443840294
217.6,282.857477183,285.651794138,312.516817438,312.013929399,302.211,0.503680955428,0.298694768096
219.2,282.562735618,286.712635703,313.161377881,312.5037881,302.205,0.512859632258,0.298356189127
220.8,283.666201364,285.517126905,312.48158338,312.07912188,302.199,0.511634955076,0.318461521331
222.4,283.648221564,286.772934506,313.713820847,313.036515352,302.193,0.514320228583,0.299671801819
224.0,282.781503589,286.223161537,313.410393788,311.568660969,302.187,0.517682486002,0.29941558832
225.6,283.562586042,286.592499441,312.368834448,311.757260996,302.182,0.518443089708,0.286005421755
227.2,283.834055109,284.975464954,313.36562132,312.461185375,302.176,0.509693230028,0.301157819386
228.8,283.906400616,286.395837505,312.408580782,311.72259832,302.171,0.491505892689,0.293958999733
230.4,283.246964012,285.212120423,312.188326104,312.387472,302.166,0.502468311972,0.316975603429
232.0,282.790392633,285.604223547,312.596930629,311.514931559,302.161,0.492338934891,0.284849794765
233.6,283.756882646,285.243212372,313.978695766,313.404930278,302.156,0.484654031016,0.292651519707
235.2,284.090550758,284.586005977,313.142291794,312.311619838,302.152,0.490392368957,0.318014950634
236.8,283.13487081,286.262083948,312.178769211,313.221183064,302.147,0.518120249932,0.309483448644
238.4,283.32840368,285.817214741,313.533993543,311.657080816,302.143,0.481896061987,0.282158748588
240.0,282.522607672,285.760371529,313.315863685,312.201512868,302.139,0.480555646769,0.307668738142
241.6,282.752963684,284.480135571,312.243542688,312.122206141,302.135,0.494245608576,0.318520483007
243.2,283.200957688,285.800445627,314.12584489,313.290553955,302.131,0.513277856253,0.3173469834
244.8,283.616975966,285.257151245,313.441579532,312.1037365,302.128,0.481495508493,0.283763332471
246.4,282.927227023,285.216660597,312.471372053,313.39069586,302.124,0.499219233385,0.28336325421
248.0,283.678284393,284.38001024,313.183518838,313.261789826,302.121,0.500890273944,0.286318744085
249.6,282.765978479,285.954243242,313.383493688,312.267878464,302.118,0.487051365503,0.30974875879
251.2,284.004072718,284.479503696,313.054756334,313.254104344,302.115,0.508174920314,0.301384365363
252.8,283.809256323,284.517450034,314.040658158,311.889784821,302.112,0.485166614911,0.300058004248
254.4,282.616510645,285.425112481,313.832318247,312.724690674,302.109,0.513013669253,0.287792052096
256.0,283.748787386,284.294514491,313.577826216,312.044079989,302.106,0.504560764876,0.300955963458
257.6,283.979354745,284.319299377,313.601967881,312.356683008,302.103,0.489330113001,0.318445562755
259.2,283.084666576,284.69820989,312.582029023,313.348967274,302.101,0.486210432171,0.319135522196
260.8,283.662791196,285.17813994,314.061925983,312.557621656,302.099,0.481529502601,0.312373645123
262.4,283.92205172,283.926522089,313.487204298,311.677180854,302.096,0.496785284804,0.301031856055
264.0,282.310901301,284.717516467,313.098871558,312.606184389,302.094,0.512960211196,0.301098693925
265.6,282.765431298,284.225343383,313.057592925,312.778500149,302.092,0.487903603164,0.303817432655
267.2,283.555150088,284.47547837,313.766110729,312.057496235,302.09,0.516239945264,0.298474417219
268.8,283.156760274,283.853838323,313.831829284,312.018080768,302.088,0.517928898866,0.292212011412
270.4,282.865570117,285.52746628,312.690991626,312.674228704,302.086,0.49195580979,0.302029622307
272.0,283.381027254,283.832089761,312.530542752,312.663091746,302.084,0.507459698629,0.318181607468
273.6,283.383021514,284.655064451,313.760499702,311.709866779,302.083,0.506526633114,0.284017597849
275.2,283.887346284,283.817952762,312.743380205,313.006047654,302.081,0.515816786169,0.289170524617
276.8,282.236539123,284.823390554,312.424008187,313.31613724,302.08,0.492119371895,0.300152006637
278.4,283.016463028,283.626839008,313.848768001,312.166874121,302.078,0.504518501412,0.309540357799
280.0,282.315464761,284.79105319,312.634501347,312.361930423,302.077,0.507086873913,0.283769557385
281.6,282.554103671,284.729269102,313.41694207,312.125284651,302.075,0.515525947386,0.306631177378
283.2,282.684373536,283.626333218,313.75928069,311.74290955,302.074,0.499099303966,0.319642727274
284.8,283.49223033,283.780524136,312.683088515,311.540029285,302.073,0.514817702088,0.304430952567
286.4,283.899838018,285.022828855,312.604946182,312.957176083,302.072,0.500828554043,0.28784576652
288.0,282.985835726,283.466542992,312.374422873,312.38590431,302.071,0.504493796877,0.284628912128
289.6,283.248913851,285.001580433,313.261453031,312.425947224,302.07,0.503354273972,0.316094057826
291.2,284.081417917,283.765175022,313.564472171,311.93569371,302.069,0.488748873756,0.303854578578
292.8,283.812236204,284.384405114,313.283559574,311.807601172,302.068,0.496800383148,0.284741705632
294.4,282.964078966,283.498470246,313.437308623,312.384890962,302.067,0.490430007857,0.292409177175
296.0,282.754472973,285.017773874,313.279685681,312.052954794,302.066,0.506182371269,0.304407960532
297.6,282.172740017,283.680507758,313.139257029,311.567136975,302.066,0.489578436882,0.289405969806
299.2,282.68565818,285.313987783,314.128387587,312.490734087,302.065,0.504773274309,0.291607177029
300.8,282.871121726,283.423793418,313.065600248,312.29324075,302.064,0.49325435196,0.315155837799
302.4,283.116929611,285.349013311,313.248606354,312.137048568,302.064,0.519740166929,0.317307389346
304.0,282.368594696,284.642834778,313.201262551,311.85936519,302.063,0.507725829489,0.286460187915
305.6,283.882026168,284.965271974,312.506286018,312.836333272,302.063,0.515373447155,0.293899104025
307.2,283.920296725,283.631016705,313.60856549,312.961290947,302.062,0.519375634987,0.300925957259
308.8,283.823417183,285.129613804,312.921863991,312.24189955,302.062,0.51896417054,0.313441198946
310.4,282.304083067,283.759556586,313.31278426,313.386517184,302.062,0.500799295279,0.314110932901
312.0,282.81905065,284.592401335,313.02023136,312.711206034,302.061,0.493358172702,0.314354093612
313.6,284.112903174,284.662323074,314.010136244,312.82542105,302.061,0.508388312006,0.304432342007
315.2,283.960539761,284.435078624,313.575113022,312.346629494,302.061,0.519883353509,0.302910322871
316.8,283.236814433,283.886594707,312.190225328,313.345856114,302.06,0.492038772149,0.285828909838
318.4,283.90931653,284.452795938,313.478891085,311.949277274,302.06,0.487718948788,0.283845472234
320.0,283.627076117,285.046675095,312.856868843,313.318114624,302.06,0.486442959217,0.28147982393
321.6,283.401010316,285.019883575,312.700478028,311.814783411,302.06,0.512365551048,0.309743046274
323.2,282.813409689,284.731277278,312.206481751,311.99539838,302.059,0.502860318435,0.306498466405
324.8,283.477651041,284.376963117,313.946036654,312.854248055,302.059,0.486205817404,0.310846718435
326.4,283.913983297,283.426221523,312.801906032,311.828910995,302.059,0.510922761647,0.296556050095
328.0,283.577632856,284.794390887,314.03363442,312.692039254,302.059,0.513999371301,0.295491036164
329.6,283.558963158,284.508593123,313.251812563,312.989615122,302.059,0.500757357583,0.281655627385
331.2,282.894500724,283.325976743,312.597102769,312.03757673,302.059,0.513391678758,0.293832491494
332.8,282.560809943,284.494669405,313.957723568,311.96086431,302.059,0.508995854978,0.316612160123
334.4,282.465485695,283.759963418,312.152961606,312.044210385,302.059,0.519495377311,0.285252711125
336.0,282.480259286,285.18288333,312.536177069,312.174847349,302.058,0.514103840474,0.297514354198
337.6,282.309787115,284.517062667,312.623233975,311.537708998,302.058,0.502601834431,0.294151054579
339.2,283.965145037,284.678587336,313.552261651,312.616288518,302.058,0.486876698571,0.289203391947
340.8,282.465192683,283.926308714,313.779683824,313.323372674,302.058,0.506721445049,0.28700786926
342.4,283.581211853,283.599378034,312.724271471,312.28870731,302.058,0.485395359711,0.284576734356
344.0,284.054606696,285.16263875,313.279048335,311.981205678,302.058,0.504077249573,0.286509781608
345.6,283.465279251,283.419110423,313.629432086,312.460259843,302.058,0.497005463651,0.29539540682
347.2,284.147944379,283.753895786,313.774212907,312.349623169,302.058,0.494366610926,0.294713770571
348.8,282.300071635,284.041563249,312.199880584,312.822395576,302.057,0.509690954319,0.311103438689
350.4,282.44821826,283.927884664,312.441470071,312.336650943,302.057,0.514983913293,0.315297446304
352.0,284.136413046,283.535838915,312.520026176,313.403719752,302.057,0.482760101559,0.316870727793
353.6,282.959576411,284.802299315,314.035227267,311.885101743,302.057,0.49644741194,0.289516405816
355.2,284.103964587,284.372544128,312.663615947,312.783806634,302.057,0.51593767648,0.315912558428
356.8,282.744290828,283.288580146,312.222765521,313.350373047,302.057,0.502356570128,0.28152668496
358.4,284.018822304,284.267564241,312.478701974,312.644917817,302.057,0.513636566078,0.284782071307
360.0,283.613090887,284.315723013,312.317771929,313.405591351,302.057,0.511053851778,0.306249224636
360.0,283.665518885,283.986287232,312.710776686,311.5639491,302.057,0.700255971792,0.305181068578
361.6,282.855599293,283.621507856,312.341107727,312.202588321,302.725,0.698847640928,0.308383125803
363.2,283.079887678,285.097044227,313.368509576,311.890045167,303.046,0.709883284362,0.299395345093
364.8,283.722691643,284.457659663,313.299317588,312.544124059,303.191,0.710625778123,0.287748166735
366.4,282.202700788,284.349267452,312.680109457,313.407152822,303.256,0.698124560303,0.313601971529
368.0,283.642269885,284.571233639,314.099590108,312.774734972,303.287,0.717444002369,0.294804893677
369.6,282.268623871,284.362904369,312.753271242,311.714655135,303.302,0.688179878752,0.312577315327
371.2,283.231215063,283.830198408,313.87946177,311.652521347,303.31,0.710788842451,0.318190867903
372.8,283.08574683,284.946293645,312.631264115,313.019597365,303.317,0.689501359496,0.318899707036
374.4,282.627061566,284.239773219,313.849406952,312.069296754,303.321,0.710445964004,0.316918817222
376.0,283.726899138,284.871990899,313.935086958,312.29159557,303.324,0.719476443093,0.290150444555
377.6,283.965295048,285.174128804,312.43641959,311.561819861,303.328,0.683307577581,0.310733341641
379.2,283.416436118,285.06086317,313.68244699,313.234569032,303.332,0.708140835789,0.312894981226
380.8,283.081458934,283.815163093,314.100958523,312.854336946,303.334,0.703183298839,0.283844747993
382.4,284.020705302,284.417729263,313.961713199,312.995351071,303.336,0.707424336426,0.287930728629
384.0,282.605615023,284.000560836,312.827720131,311.573523805,303.338,0.704501639204,0.288125286064
385.6,282.420542819,283.293040044,312.21444166,311.685590003,303.34,0.718801775841,0.280706875473
387.2,283.339577854,285.115136507,312.933218721,312.638720103,303.342,0.709143948921,0.286355190746
388.8,282.577625207,283.309944682,312.837804943,313.002719069,303.344,0.685569765742,0.304704990273
390.4,283.081335798,284.559312313,313.164284481,313.504200191,303.346,0.69801015178,0.314507484979
392.0,282.909779686,284.863111519,312.685522899,313.004970343,303.348,0.713025412227,0.291583690951
393.6,283.636829937,284.841566735,312.96863265,312.40644055,303.349,0.708287341743,0.305076861841
395.2,283.937013772,284.62563889,312.379513465,312.668905838,303.35,0.700261597873,0.312495205384
396.8,283.752190987,285.064834233,313.393874371,312.841231045,303.351,0.700107101259,0.301081974317
398.4,283.224944403,283.354678942,312.910563642,312.611561357,303.352,0.692995884497,0.293964903647
400.0,282.664130898,284.299603201,312.613955773,312.34698198,303.353,0.717605714447,0.293226056337
401.6,282.778417629,285.232592406,312.827756786,312.634933292,303.354,0.690211231435,0.280215944376
403.2,283.309776744,284.617259492,313.920056116,313.342964405,303.355,0.696389442767,0.31351761072
404.8,282.802097643,283.448037067,314.001037317,312.937557591,303.356,0.685447086563,0.292788088208
406.4,282.451998961,283.483355968,312.928922911,312.500861927,303.357,0.715122797656,0.286860051322
408.0,282.349105615,283.606156856,312.69270561,312.648706989,303.358,0.690151256299,0.288964539679
409.6,282.954909163,285.222918104,313.052233951,312.540262329,303.359,0.688709606359,0.299000366327
411.2,282.775630225,284.314510553,312.193424444,311.639237485,303.36,0.716324448504,0.301393874391
412.8,282.929826771,285.049928555,312.82546517,311.998337551,303.361,0.692014566347,0.318710939558
414.4,282.205033371,283.918981808,313.35036227,313.560314763,303.362,0.69063571905,0.285379973838
416.0,284.013313284,283.647902253,312.923478624,312.270259061,303.363,0.688506285897,0.303767286073
417.6,284.106319174,284.373534408,313.854810287,312.56933718,303.364,0.68294150077,0.296819153569
419.2,283.557712898,284.901160731,313.123341456,313.557640577,303.364,0.716756544339,0.313021243949
420.8,282.173459881,283.757203797,313.446460573,312.04283234,303.365,0.705159462718,0.292863664468
422.4,282.604002766,283.499073906,313.786395056,312.174929057,303.365,0.706961724903,0.293626178348
424.0,282.175146435,283.917251004,312.436419938,312.881855637,303.366,0.702582140971,0.299587872385
425.6,282.549086914,283.932984791,312.83452172,313.553808773,303.366,0.680581365509,0.291361460251
427.2,283.343749341,284.457103706,312.831730274,312.506580948,303.367,0.689639628527,0.312991043912
428.8,282.240289571,284.837147271,313.016496415,312.790448701,303.367,0.688660467948,0.296639148418
430.4,283.090484631,284.786971441,312.978457838,313.368055008,303.368,0.714033660592,0.305192638202
432.0,284.142273713,283.848823819,312.315265543,311.654616872,303.368,0.713467056008,0.280034018376
433.6,283.787829489,284.714566917,314.021179025,312.849064045,303.369,0.698042078164,0.291660215102
435.2,283.535022744,284.290349117,314.027731033,313.336857276,303.369,0.715532135283,0.315095434645
436.8,282.387476667,284.001171082,312.278476975,313.422602603,303.37,0.69864449685,0.297680259563
438.4,283.811539287,284.146708366,313.788647499,313.365303456,303.37,0.683871657937,0.291056935208
440.0,283.060114712,284.316939355,313.830424987,312.33387198,303.371,0.699429740807,0.315483418197
441.6,284.122961417,283.609930681,312.404472023,312.749462822,303.371,0.685622519645,0.286044907516
443.2,282.36036195,284.33731314,313.991200748,312.841504974,303.372,0.702238472971,0.311057509567
444.8,282.368131385,283.378954682,312.31658975,312.02717189,303.372,0.703141522212,0.296680632445
446.4,283.779943329,285.082264254,314.031512332,312.879040316,303.373,0.69879099718,0.319038415721
448.0,283.607019168,285.303095882,313.639093888,312.220836733,303.373,0.714724983494,0.289217960655
449.6,283.553518833,284.951637941,313.597956871,312.049557867,303.373,0.710806576892,0.292753461712
451.2,282.360532855,284.347470177,313.969874286,312.341711182,303.373,0.714123460699,0.315973921735
452.8,282.377682074,284.479776978,312.84730473,311.774823423,303.373,0.719036855137,0.315704817259
454.4,283.6078734,285.297446374,312.296864364,313.077803607,303.373,0.699015841217,0.296912994756
456.0,282.882243731,284.574412729,312.409460598,312.074008544,303.374,0.711378807677,0.282286537476
457.6,282.855506959,284.221997281,312.646408396,313.45353841,303.374,0.717612838898,0.302219243245
459.2,282.685292566,285.151902731,313.120147913,312.067368761,303.374,0.690193034257,0.311589763245
460.8,282.168427621,284.634372236,313.380373085,312.607246469,303.374,0.711542134275,0.290346513451
462.4,283.720598602,284.401904836,313.361857117,313.161681409,303.374,0.697814318737,0.310421709637
464.0,282.658910997,283.935263271,312.509543506,312.286512121,303.374,0.718181107953,0.295112874812
465.6,282.447289288,284.749540174,312.982935283,312.397142697,303.375,0.699660109318,0.290531960056
467.2,283.712328965,283.603650948,312.470785891,312.754535804,303.375,0.680409292173,0.291403027052
468.8,283.274753361,285.218079624,313.417497953,313.295350344,303.375,0.710861672371,0.312721543538
470.4,283.807990154,284.155268425,312.720651215,313.283120294,303.375,0.703720527784,0.290390587437
