Time,valveStuck.m_flow,valveStuck.dp,valveStuck.leakPosition,valveStuck.stuckPosition,valveStuck.valve.opening,valveStuck.cmd
0.0,-0.0075595075020902791,8161.7760628418901,0.0,1.0,1.0,1.0
2.0,0.54771835653785372,12634.46194724648,0.0,1.0,1.0,1.0
4.0,0.70052734495731417,26432.702550452508,0.0,1.0,1.0,1.0
6.0,0.89562236637355663,39404.258959458246,0.0,1.0,1.0,1.0
8.0,1.0295780768827032,52995.911807871867,0.0,1.0,1.0,1.0
10.0,1.2112264787437588,67314.32715612826,0.0,1.0,1.0,1.0
12.0,1.2978963528103009,64306.301044814332,0.0,1.0,1.0,1.0
14.0,1.3778537434685703,77059.191140630486,0.0,1.0,1.0,1.0
16.0,1.4754665783770076,92038.401385774167,0.0,1.0,1.0,1.0
18.0,1.5368494678880262,107459.47094056512,0.0,1.0,1.0,1.0
20.0,1.6063579516799906,120905.58580972943,0.0,1.0,1.0,1.0
22.0,1.7708026908041894,126904.9152800536,0.0,1.0,1.0,1.0
24.0,1.7575909068073585,140230.0314471926,0.0,1.0,1.0,1.0
26.0,1.8480951467106168,162552.99290688895,0.0,1.0,1.0,1.0
28.0,1.9317010974026363,169875.69884009677,0.0,1.0,1.0,1.0
30.0,2.0023091904404255,191537.99765607101,0.0,1.0,1.0,1.0
32.0,2.0851550892067405,203821.42259205456,0.0,1.0,1.0,1.0
34.0,2.1046917789858584,203827.46755954556,0.0,1.0,1.0,1.0
36.0,2.2206413148607509,222485.10402562353,0.0,1.0,1.0,1.0
38.0,2.2724665472496395,231033.19570392251,0.0,1.0,1.0,1.0
40.0,2.3565020132529466,251688.13934261701,0.0,1.0,1.0,1.0
42.0,2.4273214708917155,260551.33829013148,0.0,1.0,1.0,1.0
44.0,2.4473585472895869,272956.97175265366,0.0,1.0,1.0,1.0
46.0,2.4504642421268876,274450.74914379994,0.0,1.0,1.0,1.0
48.0,2.561123494166055,282742.55912425718,0.0,1.0,1.0,1.0
50.0,2.5794991325805068,303411.28725030401,0.0,1.0,1.0,1.0
52.0,2.6047064908563407,308253.51424868527,0.0,1.0,1.0,1.0
54.0,2.6455896156179208,295585.59629732656,0.0,1.0,1.0,1.0
56.0,2.6436026907458459,312298.19336932176,0.0,1.0,1.0,1.0
58.0,2.6278142187112854,304330.27808478882,0.0,1.0,1.0,1.0
60.0,2.6382836433328802,300866.28042652417,0.0,1.0,1.0,1.0
62.0,2.5976715893282964,299332.64134421118,0.0,1.0,1.0,1.0
64.0,2.5803295710479901,303148.15572861343,0.0,1.0,1.0,1.0
66.0,2.5815000273788904,297909.56955462578,0.0,1.0,1.0,1.0
68.0,2.5939019118395468,297887.02812268969,0.0,1.0,1.0,1.0
70.0,2.5711224477637127,308675.88631560485,0.0,1.0,1.0,1.0
72.0,2.2700382085941131,306286.9606907728,0.0,1.0,0.93999999999999995,0.93999999999999995
74.0,2.0419536652680681,295226.98573464993,0.0,1.0,0.88,0.88
76.0,1.7006896457192466,312137.86969197314,0.0,1.0,0.81999999999999995,0.81999999999999995
78.0,1.5060751910006602,302543.56910455792,0.0,1.0,0.76000000000000001,0.76000000000000001
80.0,1.2528635612107772,307086.78467107075,0.20000000000000001,1.0,0.69999999999999996,0.69999999999999996
82.0,1.1003665732440204,296655.33677754964,0.20000000000000001,1.0,0.64000000000000001,0.64000000000000001
84.0,0.86008966886937954,301891.55555233057,0.20000000000000001,1.0,0.57999999999999996,0.57999999999999996
86.0,0.74499690009000563,302248.61546106939,0.20000000000000001,1.0,0.52000000000000002,0.52000000000000002
88.0,0.58337790517210586,312761.35310726066,0.20000000000000001,1.0,0.46000000000000002,0.46000000000000002
90.0,0.41894204933953033,303608.13968918903,0.20000000000000001,1.0,0.40000000000000002,0.40000000000000002
92.0,0.2566165814423696,310433.08082167245,0.20000000000000001,1.0,0.34000000000000002,0.34000000000000002
94.0,0.19197708306732064,301002.30895539926,0.20000000000000001,1.0,0.28000000000000003,0.28000000000000003
96.0,0.11459777075015717,309439.94592049631,0.20000000000000001,1.0,0.22,0.22
98.0,0.09042829571371426,296629.65220896789,0.20000000000000001,1.0,0.20000000000000001,0.16
100.0,0.11052512193945954,299778.74739617825,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.10000000000000001
102.0,0.14181612438372301,294787.76804208913,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.104
104.0,0.066071897409013702,307152.99217866431,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.108
106.0,0.11684303259823806,301051.67925374862,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.112
108.0,0.14536531907170835,300761.5965739931,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.11600000000000001
110.0,0.087510762375340057,313598.53593642835,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.12
112.0,0.15272476139817548,299968.62134597264,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.124
114.0,0.1450538308948521,311528.84405839251,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.128
116.0,0.101651212787116,297046.09037252801,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.13200000000000001
118.0,0.1376207535685369,310137.27928393416,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.13600000000000001
120.0,0.072123541521945944,310228.05859366414,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.14000000000000001
122.0,0.1519269917256254,299652.26583779359,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.14399999999999999
124.0,0.1109693035099584,312723.27369288489,0.20000000000000001,0.59999999999999998,0.20000000000000001,0.14799999999999999
