Time,valveStuck.m_flow,valveStuck.dp,valveStuck.leakPosition,valveStuck.stuckPosition,valveStuck.valve.opening,valveStuck.cmd
0.0,-0.009264903008701109,4138.1598075216571,0.0,1.0,1.0,1.0
2.0,0.61680349678206015,17531.942063197373,0.0,1.0,1.0,1.0
4.0,0.67966305369180358,19467.799606873901,0.0,1.0,1.0,1.0
6.0,0.93710375614127261,38208.906754128053,0.0,1.0,1.0,1.0
8.0,0.95042347646915593,56474.151914934126,0.0,1.0,1.0,1.0
10.0,1.1202039770603207,55227.02784542743,0.0,1.0,1.0,1.0
12.0,1.2288461797288313,71656.228196812939,0.0,1.0,1.0,1.0
14.0,1.346710957164494,81949.477257032806,0.0,1.0,1.0,1.0
16.0,1.4559631635210315,91924.365274538315,0.0,1.0,1.0,1.0
18.0,1.5265314584607048,100394.59147891375,0.0,1.0,1.0,1.0
20.0,1.6913742953229223,116303.67114839329,0.0,1.0,1.0,1.0
22.0,1.69806183315517,127170.6047792906,0.0,1.0,1.0,1.0
24.0,1.8540963761350231,142207.64468173307,0.0,1.0,1.0,1.0
26.0,1.9334815187962957,155952.30014566137,0.0,1.0,1.0,1.0
28.0,2.0312577133547545,169549.0296124467,0.0,1.0,1.0,1.0
30.0,2.072631017894957,188697.90220602904,0.0,1.0,1.0,1.0
32.0,2.151770874511548,186744.22667922531,0.0,1.0,1.0,1.0
34.0,2.2241927534372867,208589.72944800419,0.0,1.0,1.0,1.0
36.0,2.180653000081358,225426.24010655985,0.0,1.0,1.0,1.0
38.0,2.2029294422192445,239124.50228609669,0.0,1.0,1.0,1.0
40.0,2.3278192677411638,242976.69859636173,0.0,1.0,1.0,1.0
42.0,2.3568473991193302,263743.30185362621,0.0,1.0,1.0,1.0
44.0,2.3869602649020383,258511.05475810953,0.0,1.0,1.0,1.0
46.0,2.4555224381884839,284638.46465852275,0.0,1.0,1.0,1.0
48.0,2.5433890958978376,284459.10003320244,0.0,1.0,1.0,1.0
50.0,2.6598571753568763,313506.79635109531,0.0,1.0,1.0,1.0
52.0,2.5856926755813729,307837.37187841424,0.0,1.0,1.0,1.0
54.0,2.5181290599302635,298673.33119968744,0.0,1.0,1.0,1.0
56.0,2.5364519262529233,310356.70567159855,0.0,1.0,1.0,1.0
58.0,2.560509075413627,304639.51594089431,0.0,1.0,1.0,1.0
60.0,2.5605329734351696,303859.01636305172,0.0,1.0,1.0,1.0
62.0,2.6524829402776828,306117.282504061,0.0,1.0,1.0,1.0
64.0,2.6904074408788974,312323.30416263832,0.0,1.0,1.0,1.0
66.0,2.6506917352062835,296208.30306556914,0.0,1.0,1.0,1.0
68.0,2.6810192374007413,308008.70162084064,0.0,1.0,1.0,1.0
70.0,2.6100627795229254,313071.58536895335,0.0,1.0,1.0,1.0
