Time,Pump.Speed,Pump.kW,Pump.gpm
0.0,41.159999999999997,1.3999999999999999,438.0
119.95833325386047,41.97971527723471,1.4999652777115504,434.25130208581686
239.91666674613953,41.750159722069903,1.5,438.74687500298023
359.875,41.30046875,1.4001041666666665,441.24739583333331
479.83333325386047,42.128847221672537,1.4998611110448836,451.73541665971277
599.79166674613953,42.978524306118487,1.6996527779102326,460.73437500596049
719.75,43.528854166666669,1.7,454.51302083333331
839.70833325386047,43.859197916448117,1.600243055621783,465.72265624254942
959.66666674613953,43.241722221811614,1.6997222222884496,463.00763888706763
1079.625,43.887968749999999,1.7,461.00625000000002
1199.5833332538605,45.265208332419398,1.7996527777115505,473.70572915822265
1319.5416667461395,44.154277777036029,1.7003819443782171,476.24045139054459
1439.5,45.524250000000002,1.8991666666666667,476.00104166666665
1559.4583332538605,46.047652777433392,1.9995486110448837,472.76467014104128
1679.4166667461395,45.204131943881514,1.8009722220897675,475.98420139104127
1799.375,46.781718749999996,1.9989583333333334,458.59114583333331
1919.3333332538605,47.426444444020589,2.1988888887564344,484.85277776022753
2039.2916667461395,46.585017360548179,1.901770833134651,477.54427082836628
2159.25,46.351437500000003,1.9993749999999999,487.4375
2279.2083332538605,45.674486111561457,1.9006597222884496,487.25164930572112
2399.1666667461395,45.590555555502576,1.8999999999999999,461.18229164928198
2519.125,46.533072916666669,1.9992708333333333,475.64244791666664
2639.0833332538605,45.646875000596047,1.8015277779102326,471.03628472536803
2759.0416667461395,44.975350694000717,1.8,471.0
2879.0,44.11716666666667,1.7008333333333332,455.87708333333336
2998.9583332538605,43.425989583790304,1.6008680556217831,451.04123264203469
3118.9166667461395,41.992999999046326,1.5009027777115505,445.54965277413527
3238.875,41.49459375,1.5,435.59375
3358.8333332538605,41.371166666746134,1.4009722222884495,437.72812499850988
3478.7916667461395,41.399697916686534,1.3999999999999999,441.46223958581686
3598.75,41.657291666666666,1.4989583333333334,435.80989583333331
3718.7083332538605,41.026888889312744,1.4010763889551161,429.56727430969477
3838.6666667461395,41.15844444453716,1.3999999999999999,456.94166668504477
3958.625,43.621468749999998,1.6965625,455.02578125000002
4078.5833332538605,42.770506945033866,1.502361111243566,440.42413195421301
4198.5416667461395,43.411979167103766,1.6975694445768992,453.33897570321955
4318.5,41.8005,1.5024999999999999,450.04374999999999
4438.4583332538605,44.563770831465725,1.7961458331346511,451.72751735995212
4558.4166667461395,42.172458331704142,1.5039583331346511,456.43732639203466
4678.375,42.35702083333333,1.5986458333333333,443.42942708333334
4798.3333332538605,43.089722221732139,1.6000000000000001,446.45486110895871
4918.2916667461395,41.680499999046326,1.5014236110448838,441.32473957985638
5038.25,40.516916666666667,1.4014583333333333,457.26302083333331
5158.2083332538605,43.898489581048494,1.6955208331346512,466.36562499403954
5278.1666667461395,43.231152777294319,1.6015277777115504,440.89722220500312
5398.125,41.802500000000002,1.5015624999999999,435.0859375
5518.0833332538605,41.3863888891538,1.5,442.13420138408742
5638.0416667461395,41.429184027810891,1.401631944378217,439.79079860945541
5758.0,41.390666666666668,1.3999999999999999,441.22500000000002
5877.9583332538605,43.876954859435557,1.6948958331346511,465.57890623360873
5997.9166667461395,44.293402778029439,1.7,465.26302083283662
6117.875,42.364885416666667,1.6017708333333334,442.41171874999998
6237.8333332538605,42.546027777632077,1.6000000000000001,437.58125000298025
6357.7916667461395,41.42116319368283,1.4036805554231007,452.22395834326744
6477.75,45.423124999999999,1.7925,474.82343750000001
6597.7083332538605,44.519097222884497,1.8,442.63498266090949
6717.6666667461395,44.156805555323757,1.701944444378217,461.61111112435657
6837.625,43.904947916666664,1.7,467.88125000000002
6957.5833332538605,44.448722221851348,1.7979861110448838,453.05711806565523
7077.5416667461395,42.148347220659261,1.5061458331346511,459.11684028208253
7197.5,44.117083333333333,1.6958333333333333,453.86458333333331
7317.4583332538605,43.200756945093474,1.6021180556217831,451.54765625149014
7437.4166667461395,44.647708334326744,1.7956944445768992,459.8170138945182
7557.375,43.63340625,1.7021875,458.28828125000001
7677.3333332538605,45.311333332180979,1.8955555554231007,462.40555555274091
7797.2916667461395,45.125190972069895,1.802256944378217,448.81597221295038
7917.25,44.690083333333334,1.8,449.96562499999999
8037.2083332538605,43.351638889789584,1.8,472.22074651271106
8157.1666667461395,44.218277778387069,1.8,443.94652775824068
8277.125,41.975583333333333,1.5071874999999999,441.78593749999999
8397.0833332538605,44.690972220341365,1.7927083331346512,468.82552081495521
8517.0416667461395,42.906840276519461,1.6049305554231008,469.25616319427888
8637.0,45.482749999999996,1.8924999999999998,475.58749999999998
8756.9583332538605,42.781986112991973,1.6076041668653489,440.17517363528412
8876.9166667461395,43.577131945033869,1.6000000000000001,440.22430555621781
8996.875,43.103281250000002,1.6973958333333332,463.86848958333331
9116.8333332538605,44.355694443583488,1.7973611110448837,464.25659722238777
9236.7916667461395,42.735451387763021,1.6053472220897675,462.30347222089767
9356.75,44.908249999999995,1.891875,443.76458333333335
9476.7083332538605,45.825861110528308,1.8999999999999999,450.0579861064752
9596.6666667461395,42.165277775267761,1.5111111108462016,443.20138888408741
