Time,Pump.Speed,Pump.kW,Pump.gpm
0.0,41.189999999999998,1.5,428.5
120.0,41.369999999999997,1.3999999999999999,427.5
240.0,41.189999999999998,1.3999999999999999,428.75
360.0,41.100000000000001,1.3999999999999999,427.0
480.0,41.07,1.3999999999999999,430.25
600.0,41.130000000000003,1.3999999999999999,425.5
720.0,41.020000000000003,1.5,428.5
840.0,41.310000000000002,1.3999999999999999,429.25
960.0,41.130000000000003,1.3999999999999999,427.25
1080.0,41.25,1.3999999999999999,428.75
1200.0,41.479999999999997,1.5,431.25
1320.0,41.539999999999999,1.5,429.0
1440.0,41.399999999999999,1.3999999999999999,426.5
1560.0,41.119999999999997,1.3999999999999999,429.25
1680.0,41.280000000000001,1.5,427.25
1800.0,41.109999999999999,1.3999999999999999,424.75
1920.0,41.219999999999999,1.3999999999999999,427.75
2040.0,41.07,1.3999999999999999,425.5
2160.0,41.439999999999998,1.5,428.25
2280.0,41.100000000000001,1.3999999999999999,427.5
2400.0,40.960000000000001,1.3999999999999999,426.5
2520.0,41.07,1.5,428.75
2640.0,41.130000000000003,1.3999999999999999,419.5
2760.0,41.020000000000003,1.3999999999999999,429.75
2880.0,41.310000000000002,1.5,427.5
3000.0,41.280000000000001,1.3999999999999999,425.75
3120.0,41.189999999999998,1.3999999999999999,427.75
3240.0,41.280000000000001,1.3999999999999999,432.0
3360.0,41.130000000000003,1.3999999999999999,421.25
3480.0,41.479999999999997,1.3999999999999999,430.0
3600.0,41.509999999999998,1.5,424.0
3720.0,41.460000000000001,1.3999999999999999,430.75
3840.0,41.479999999999997,1.5,430.25
3960.0,41.340000000000003,1.3999999999999999,432.0
4080.0,41.369999999999997,1.3999999999999999,426.25
4200.0,41.280000000000001,1.3999999999999999,427.0
4320.0,41.130000000000003,1.3999999999999999,428.0
4440.0,41.399999999999999,1.5,428.75
4560.0,41.130000000000003,1.3999999999999999,435.0
4680.0,41.460000000000001,1.3999999999999999,424.75
4800.0,40.840000000000003,1.3999999999999999,425.0
4920.0,41.07,1.3999999999999999,431.75
5040.0,41.07,1.3999999999999999,429.75
5160.0,41.130000000000003,1.3999999999999999,430.5
5280.0,41.039999999999999,1.3999999999999999,429.75
5400.0,40.960000000000001,1.3999999999999999,431.25
5520.0,40.899999999999999,1.3999999999999999,428.75
5640.0,41.039999999999999,1.3999999999999999,426.25
5760.0,41.310000000000002,1.3999999999999999,426.25
5880.0,40.990000000000002,1.3999999999999999,430.75
6000.0,41.310000000000002,1.3999999999999999,429.75
6120.0,41.130000000000003,1.3999999999999999,428.75
6240.0,41.07,1.3999999999999999,429.75
6360.0,41.380000000000003,1.3999999999999999,431.5
6480.0,41.340000000000003,1.3999999999999999,430.25
6600.0,41.100000000000001,1.3999999999999999,428.75
6720.0,41.189999999999998,1.3999999999999999,426.25
6840.0,41.340000000000003,1.5,426.0
6960.0,41.479999999999997,1.5,427.25
7080.0,41.369999999999997,1.5,431.0
7200.0,41.090000000000003,1.3999999999999999,427.25
7320.0,40.960000000000001,1.5,427.75
7440.0,41.130000000000003,1.3999999999999999,428.75
7560.0,41.159999999999997,1.3999999999999999,428.25
7680.0,41.07,1.3999999999999999,428.5
7800.0,41.399999999999999,1.3999999999999999,426.75
7920.0,41.130000000000003,1.3999999999999999,426.75
8040.0,41.020000000000003,1.3999999999999999,431.25
8160.0,41.090000000000003,1.3999999999999999,426.5
