Time,valveStuck.m_flow,valveStuck.m_flow_real,valveStuck.cmd,valveStuck.bias,valveStuck.lambda,valveStuck.dp,valveStuck.T_in,valveStuck.valve.opening
0.0,-0.0088727126400021793,0.0,1.0,0.0,0.01,644.97251701077118,288.3695416227996,1.0
3.0,0.24030933979282612,0.25997266666666669,1.0,0.0,0.01,1461.4071503079097,289.05050150997397,1.0
6.0,0.37540360369325243,0.36785466666666666,1.0,0.0,0.01,8325.3048217603882,289.39258489828063,1.0
9.0,0.45956453279894427,0.45061499999999999,1.0,0.0,0.01,9550.6778600710059,290.31903020121445,1.0
12.0,0.52307638697720793,0.52037699999999998,1.0,0.0,0.01,10291.982384739666,291.44636824739666,1.0
15.0,0.56735740704749038,0.58183449999999992,1.0,0.0,0.01,14160.804996284018,292.80429896828548,1.0
18.0,0.65482212591125999,0.63739299999999999,1.0,0.0,0.01,19853.295918785785,293.24106112678959,1.0
21.0,0.67896737934944151,0.68844983333333343,1.0,0.0,0.01,20326.334182875646,294.86426891064121,1.0
24.0,0.75439266760737245,0.73597999999999997,1.0,0.0,0.01,22717.333235697748,295.0616154533937,1.0
27.0,0.82444551863037308,0.7806265,1.0,0.0,0.01,26010.078942441825,295.99311441993211,1.0
30.0,0.86116603923299773,0.82285799999999998,1.0,0.0,0.01,31168.246041771828,296.66722329590243,1.0
33.0,0.9175990038578975,0.86302716666666668,1.0,0.0,0.01,35089.15386901742,298.24156787539448,1.0
36.0,0.93436955440388225,0.90141000000000004,1.0,0.0,0.01,38719.051926324937,299.62860240408003,1.0
39.0,1.0168695392358515,0.93821199999999993,1.0,0.0,0.01,39480.121286365436,299.3776487500636,1.0
42.0,1.028480710201481,0.97362666666666664,1.0,0.0,0.01,42600.923028168203,300.37077654054673,1.0
45.0,1.0899934497898145,1.0078,1.0,0.0,0.01,44254.144381817408,302.34108553188571,1.0
48.0,1.1476909675522009,1.0408533333333334,1.0,0.0,0.01,50486.627283622205,302.39961480027119,1.0
51.0,1.1880967661904849,1.0623199999999999,1.0,0.0,0.01,51601.847439530931,303.27041898059423,1.0
54.0,1.1846939144543993,1.0623199999999999,1.0,0.0,0.01,49900.149645884594,303.98073912400122,1.0
57.0,1.2084203192600413,1.0623199999999999,1.0,0.0,0.01,48724.714385069936,305.99076313068218,1.0
60.0,1.1886818934192309,1.0623199999999999,1.0,0.0,0.01,51106.830900536996,306.68446067479675,1.0
63.0,1.2117195303124477,1.0623199999999999,1.0,0.0,0.01,51468.708570559043,307.12464564860574,1.0
66.0,1.2047009501758026,1.0623199999999999,1.0,0.0,0.01,51430.320819182525,308.6706084324461,1.0
69.0,1.2325217485503226,1.0623199999999999,1.0,0.0,0.01,50330.210817173465,308.70300045401518,1.0
72.0,1.104359518835325,0.93866799999999995,0.93999999999999995,0.0,0.01,50422.81556392317,310.32218292751168,0.93999999999999995
75.0,0.91356425494841564,0.76759666666666648,0.84999999999999987,0.0,0.01,52515.135052029844,310.42184259808732,0.84999999999999987
78.0,0.71771235133378541,0.61370700000000022,0.76000000000000012,0.0,0.01,51200.89289907823,310.81423960004281,0.76000000000000012
81.0,0.57849291820765369,0.47699999999999998,0.66999999999999993,0.0,0.01,52064.690503034399,313.1831267116907,0.66999999999999993
84.0,0.4306385233057205,0.35747533333333315,0.57999999999999985,0.0,0.01,52698.752544973526,312.86321471179326,0.57999999999999985
87.0,0.31740965577959329,0.25513200000000019,0.49000000000000016,0.0,0.01,52756.910072901301,313.54403021720054,0.49000000000000016
90.0,0.22679340253070424,0.16997200000000001,0.40000000000000002,0.0,0.01,51315.754201173848,314.50797654219434,0.40000000000000002
93.0,0.12355043412693548,0.10215796666666657,0.30999999999999983,0.0,0.01,49644.321530609726,315.72007494092878,0.30999999999999983
96.0,0.046591705234145138,0.051459866666666736,0.22000000000000014,0.0,0.01,52053.55718152078,317.3766916681696,0.21984733333333348
99.0,0.056888299184167331,0.0424929,0.13,0.0,0.01,51439.563791146233,318.26508241459317,0.20000000000000001
102.0,0.069205705946694646,0.0424929,0.094285699999999986,0.0,0.01,52630.697770851795,318.60617504008928,0.20000000000000001
105.0,0.054799729926210718,0.0424929,0.085714266666666677,0.0,0.01,51916.247385622322,318.22712535117017,0.20000000000000001
108.0,0.054367245732939815,0.0424929,0.0771429,0.0,0.01,48824.608025088892,318.0812577485317,0.20000000000000001
