Time,valveStuck.m_flow,valveStuck.dp,valveStuck.leakPosition,valveStuck.stuckPosition,valveStuck.valve.opening,valveStuck.cmd
226.0,1.6380269247685646,295069.625360757,0.20000000000000001,0.59999999999999998,0.59999999999999998,0.95333299999999999
228.0,1.4936466227827634,313874.16125021368,0.20000000000000001,0.59999999999999998,0.59999999999999998,0.95999999999999996
230.0,1.4858836806212505,305500.20136668393,0.20000000000000001,0.59999999999999998,0.59999999999999998,0.96666700000000005
232.0,1.6196886080114488,296012.00230809808,0.20000000000000001,0.59999999999999998,0.59999999999999998,0.973333
234.0,1.6169287717996754,294180.78729361523,0.20000000000000001,0.59999999999999998,0.59999999999999998,0.97999999999999998
236.0,1.543646862392261,302647.54687083384,0.20000000000000001,0.59999999999999998,0.59999999999999998,0.98666699999999996
238.0,1.6196606509256157,296124.8381476106,0.20000000000000001,0.59999999999999998,0.59999999999999998,0.99333300000000002
240.0,1.5373322208725664,313904.81963072042,0.20000000000000001,0.59999999999999998,0.59999999999999998,1.0
242.0,1.5335100159128936,296073.9822177873,0.20000000000000001,0.59999999999999998,0.59999999999999998,1.00667
244.0,1.5003129675943154,297834.15738241072,0.20000000000000001,0.59999999999999998,0.59999999999999998,1.0133300000000001
246.0,1.5104107586327638,311002.52200796391,0.20000000000000001,0.59999999999999998,0.59999999999999998,1.02
248.0,1.5663449759231634,298664.42320185073,0.20000000000000001,0.59999999999999998,0.59999999999999998,1.02667
250.0,1.5288941937810965,309409.17657653836,0.20000000000000001,0.59999999999999998,0.59999999999999998,1.0333300000000001
