Time,valveStuck.m_flow,valveStuck.m_flow_real,valveStuck.cmd,valveStuck.bias,valveStuck.lambda,valveStuck.dp,valveStuck.T_in,valveStuck.valve.opening
0.0,0.0061144242971080121,0.0,1.0,0.050000000000000003,0.01,9175.8875410824385,287.49122342060343,1.0
2.0,0.54190928482401823,0.52042900000000003,1.0,0.050000000000000003,0.01,9657.1012573114094,288.19057754998892,1.0
4.0,0.79432907911401174,0.73599800000000004,1.0,0.050000000000000003,0.01,21435.207289185826,290.14851178730703,1.0
6.0,0.90959283440754046,0.90141000000000004,1.0,0.050000000000000003,0.01,27525.708009817892,290.67586821892115,1.0
8.0,1.0779196531505044,1.0408599999999999,1.0,0.050000000000000003,0.01,49527.636127375597,290.8939662616213,1.0
10.0,1.2318982589769349,1.1637200000000001,1.0,0.050000000000000003,0.01,57142.568964202401,291.77113827421437,1.0
12.0,1.3312503742613491,1.2747900000000001,1.0,0.050000000000000003,0.01,77637.870087434305,292.12219561757945,1.0
14.0,1.4598023741148214,1.37693,1.0,0.050000000000000003,0.01,88478.020776697245,292.51268723068557,1.0
16.0,1.5228056974453439,1.472,1.0,0.050000000000000003,0.01,91440.754693473151,292.60138426695039,1.0
18.0,1.6472591508828922,1.5612900000000001,1.0,0.050000000000000003,0.01,117278.42191216223,294.08756649038259,1.0
20.0,1.7192261975795942,1.64574,1.0,0.050000000000000003,0.01,127039.36832121114,293.75643357284201,1.0
22.0,1.7860730025607945,1.72607,1.0,0.050000000000000003,0.01,131013.90432504175,295.00877229704031,1.0
24.0,1.9299668484317272,1.8028200000000001,1.0,0.050000000000000003,0.01,140031.61662343767,295.25299891886885,1.0
26.0,2.0142318309896652,1.8764400000000001,1.0,0.050000000000000003,0.01,154729.98138263938,295.62716660707093,1.0
28.0,2.0185006351576593,1.9472700000000001,1.0,0.050000000000000003,0.01,164671.1110136529,296.35521606932599,1.0
30.0,2.1812733252721581,2.0156100000000001,1.0,0.050000000000000003,0.01,176758.34879408116,297.87922118040206,1.0
32.0,2.2118435004358594,2.0817199999999998,1.0,0.050000000000000003,0.01,185951.9968223208,298.32523427005651,1.0
34.0,2.2783423754868823,2.1457899999999999,1.0,0.050000000000000003,0.01,199763.03839229289,298.57759980992341,1.0
36.0,2.3420132345103775,2.2080000000000002,1.0,0.050000000000000003,0.01,214659.10485582447,298.66798527145124,1.0
38.0,2.4422987055296126,2.2685,1.0,0.050000000000000003,0.01,232189.50588583224,299.61039317045919,1.0
40.0,2.5654640391022077,2.3274300000000001,1.0,0.050000000000000003,0.01,237170.96704231799,299.69918487299549,1.0
42.0,2.6030879901337007,2.3849100000000001,1.0,0.050000000000000003,0.01,263298.45138230437,300.87439297387232,1.0
