Time,valveStuck.m_flow,valveStuck.m_flow_real,valveStuck.cmd,valveStuck.bias,valveStuck.lambda,valveStuck.dp,valveStuck.T_in,valveStuck.valve.opening
39,2.50213,2.29815,1,0.05,0.01,237100,299.85,1
39.5,2.52127,2.31284,1,0.05,0.01,240140,300,1
40,2.54035,2.32743,1,0.05,0.01,243180,300.15,1
40.5,2.55938,2.34193,1,0.05,0.01,246220,300.3,1
41,2.57836,2.35634,1,0.05,0.01,249260,300.45,1
41.5,2.59728,2.37067,1,0.05,0.01,252299,300.6,1
42,2.61616,2.38491,1,0.05,0.01,255339,300.75,1
42.5,2.63499,2.39906,1,0.05,0.01,258379,300.9,1
43,2.65377,2.41313,1,0.05,0.01,261418,301.05,1
43.5,2.6725,2.42712,1,0.05,0.01,264458,301.2,1
44,2.6912,2.44103,1,0.05,0.01,267498,301.35,1
44.5,2.70984,2.45486,1,0.05,0.01,270538,301.5,1
45,2.72845,2.46861,1,0.05,0.01,273578,301.65,1
45.5,2.74701,2.48229,1,0.05,0.01,276617,301.8,1
46,2.76553,2.49589,1,0.05,0.01,279657,301.95,1
46.5,2.78401,2.50942,1,0.05,0.01,282697,302.1,1
47,2.80246,2.52288,1,0.05,0.01,285736,302.25,1
47.5,2.82086,2.53626,1,0.05,0.01,288776,302.4,1
48,2.83923,2.54957,1,0.05,0.01,291816,302.55,1
48.5,2.85757,2.56282,1,0.05,0.01,294856,302.7,1
49,2.87587,2.57599,1,0.05,0.01,297896,302.85,1
49.5,2.89413,2.5891,1,0.05,0.01,300935,303,1
50,2.91236,2.60215,1,0.05,0.01,303975,303.15,1
50.5,2.91627,2.60215,1,0.05,0.01,303975,303.3,1
51,2.92017,2.60215,1,0.05,0.01,303975,303.45,1
51.5,2.92407,2.60215,1,0.05,0.01,303975,303.6,1
52,2.92797,2.60215,1,0.05,0.01,303975,303.75,1
52.5,2.93188,2.60215,1,0.05,0.01,303975,303.9,1
53,2.93578,2.60215,1,0.05,0.01,303975,304.05,1
53.5,2.93968,2.60215,1,0.05,0.01,303975,304.2,1
54,2.94359,2.60215,1,0.05,0.01,303975,304.35,1
54.5,2.94749,2.60215,1,0.05,0.01,303975,304.5,1
55,2.95139,2.60215,1,0.05,0.01,303975,304.65,1
55.5,2.9553,2.60215,1,0.05,0.01,303975,304.8,1
56,2.9592,2.60215,1,0.05,0.01,303975,304.95,1
56.5,2.9631,2.60215,1,0.05,0.01,303975,305.1,1
57,2.96701,2.60215,1,0.05,0.01,303975,305.25,1
57.5,2.97091,2.60215,1,0.05,0.01,303975,305.4,1
58,2.97481,2.60215,1,0.05,0.01,303975,305.55,1
58.5,2.97872,2.60215,1,0.05,0.01,303975,305.7,1
59,2.98262,2.60215,1,0.05,0.01,303975,305.85,1
59.5,2.98652,2.60215,1,0.05,0.01,303975,306,1
60,2.99043,2.60215,1,0.05,0.01,303975,306.15,1
60.5,2.99433,2.60215,1,0.05,0.01,303975,306.3,1
61,2.99823,2.60215,1,0.05,0.01,303975,306.45,1
61.5,3.00214,2.60215,1,0.05,0.01,303975,306.6,1
62,3.00604,2.60215,1,0.05,0.01,303975,306.75,1
62.5,3.00994,2.60215,1,0.05,0.01,303975,306.9,1
63,3.01385,2.60215,1,0.05,0.01,303975,307.05,1
63.5,3.01775,2.60215,1,0.05,0.01,303975,307.2,1
64,3.02165,2.60215,1,0.05,0.01,303975,307.35,1
64.5,3.02556,2.60215,1,0.05,0.01,303975,307.5,1
65,3.02946,2.60215,1,0.05,0.01,303975,307.65,1
65.5,3.03336,2.60215,1,0.05,0.01,303975,307.8,1
66,3.03726,2.60215,1,0.05,0.01,303975,307.95,1
66.5,3.04117,2.60215,1,0.05,0.01,303975,308.1,1
67,3.04507,2.60215,1,0.05,0.01,303975,308.25,1
67.5,3.04897,2.60215,1,0.05,0.01,303975,308.4,1
68,3.05288,2.60215,1,0.05,0.01,303975,308.55,1
68.5,3.05678,2.60215,1,0.05,0.01,303975,308.7,1
69,3.06068,2.60215,1,0.05,0.01,303975,308.85,1
69.5,3.06459,2.60215,1,0.05,0.01,303975,309,1
69.9,3.06849,2.60215,1,0.05,0.01,303975,309.15,1
70,3.06849,2.60215,1,0.05,0.01,303975,309.15,1
70.5,2.9824,2.52467,0.985,0.05,0.01,303975,309.3,0.985
71,2.89744,2.44836,0.97,0.05,0.01,303975,309.45,0.97
71.5,2.81362,2.37322,0.955,0.05,0.01,303975,309.6,0.955
72,2.73093,2.29926,0.94,0.05,0.01,303975,309.75,0.94
72.5,2.64939,2.22646,0.925,0.05,0.01,303975,309.9,0.925
73,2.56901,2.15484,0.91,0.05,0.01,303975,310.05,0.91
73.5,2.48977,2.08438,0.895,0.05,0.01,303975,310.2,0.895
74,2.4117,2.0151,0.88,0.05,0.01,303975,310.35,0.88
74.5,2.33479,1.94699,0.865,0.05,0.01,303975,310.5,0.865
75,2.25906,1.88005,0.85,0.05,0.01,303975,310.65,0.85
75.5,2.1845,1.81428,0.835,0.05,0.01,303975,310.8,0.835
76,2.11113,1.74968,0.82,0.05,0.01,303975,310.95,0.82
76.5,2.03894,1.68626,0.805,0.05,0.01,303975,311.1,0.805
77,1.96794,1.624,0.79,0.05,0.01,303975,311.25,0.79
77.5,1.89815,1.56291,0.775,0.05,0.01,303975,311.4,0.775
78,1.82955,1.503,0.76,0.05,0.01,303975,311.55,0.76
78.5,1.76217,1.44426,0.745,0.05,0.01,303975,311.7,0.745
79,1.69599,1.38668,0.73,0.05,0.01,303975,311.85,0.73
79.5,1.63104,1.33028,0.715,0.05,0.01,303975,312,0.715
79.9,1.56731,1.27505,0.7,0.05,0.01,303975,312.15,0.7
80,1.56731,1.27505,0.7,0.05,0.01,303975,312.15,0.7
80.5,1.50481,1.22099,0.685,0.05,0.01,303975,312.3,0.685
81,1.44355,1.1681,0.67,0.05,0.01,303975,312.45,0.67
81.5,1.38352,1.11639,0.655,0.05,0.01,303975,312.6,0.655
82,1.32474,1.06584,0.64,0.05,0.01,303975,312.75,0.64
82.5,1.26722,1.01646,0.625,0.05,0.01,303975,312.9,0.625
83,1.21094,0.968259,0.61,0.05,0.01,303975,313.05,0.61
83.5,1.15593,0.921225,0.595,0.05,0.01,303975,313.2,0.595
84,1.10219,0.875362,0.58,0.05,0.01,303975,313.35,0.58
84.5,1.04971,0.83067,0.565,0.05,0.01,303975,313.5,0.565
85,0.998515,0.787149,0.55,0.05,0.01,303975,313.65,0.55
85.5,0.948601,0.7448,0.535,0.05,0.01,303975,313.8,0.535
86,0.899974,0.703621,0.52,0.05,0.01,303975,313.95,0.52
86.5,0.852639,0.663613,0.505,0.05,0.01,303975,314.1,0.505
87,0.806603,0.624776,0.49,0.05,0.01,303975,314.25,0.49
87.5,0.76187,0.587109,0.475,0.05,0.01,303975,314.4,0.475
88,0.718446,0.550614,0.46,0.05,0.01,303975,314.55,0.46
88.5,0.676335,0.51529,0.445,0.05,0.01,303975,314.7,0.445
89,0.635544,0.481137,0.43,0.05,0.01,303975,314.85,0.43
89.5,0.596077,0.448155,0.415,0.05,0.01,303975,315,0.415
90,0.557939,0.416344,0.4,0.05,0.01,303975,315.15,0.4
90.5,0.521137,0.385703,0.385,0.05,0.01,303975,315.3,0.385
91,0.485674,0.356234,0.37,0.05,0.01,303975,315.45,0.37
91.5,0.451557,0.327936,0.355,0.05,0.01,303975,315.6,0.355
92,0.418791,0.300808,0.34,0.05,0.01,303975,315.75,0.34
92.5,0.387381,0.274852,0.325,0.05,0.01,303975,315.9,0.325
93,0.357332,0.250066,0.31,0.05,0.01,303975,316.05,0.31
93.5,0.328649,0.226452,0.295,0.05,0.01,303975,316.2,0.295
94,0.301338,0.204008,0.28,0.05,0.01,303975,316.35,0.28
94.5,0.275405,0.182736,0.265,0.05,0.01,303975,316.5,0.265
95,0.250853,0.162634,0.25,0.05,0.01,303975,316.65,0.25
95.5,0.227689,0.143704,0.235,0.05,0.01,303975,316.8,0.235
96,0.205919,0.125944,0.22,0.05,0.01,303975,316.95,0.22
96.5,0.184759,0.10872,0.205,0.05,0.01,303975,317.1,0.204404
97,0.179171,0.104086,0.19,0.05,0.01,303975,317.25,0.2
97.5,0.179327,0.104086,0.175,0.05,0.01,303975,317.4,0.2
98,0.179483,0.104086,0.16,0.05,0.01,303975,317.55,0.2
98.5,0.179639,0.104086,0.145,0.05,0.01,303975,317.7,0.2
99,0.179795,0.104086,0.13,0.05,0.01,303975,317.85,0.2
99.5,0.179951,0.104086,0.115,0.05,0.01,303975,318,0.2
99.9,0.180107,0.104086,0.1,0.05,0.01,303975,318.15,0.2
100,0.180107,0.104086,0.1,0.05,0.01,303975,318.15,0.2
100.5,0.180107,0.104086,0.101,0.05,0.01,303975,318.15,0.2
101,0.180107,0.104086,0.102,0.05,0.01,303975,318.15,0.2
101.5,0.180107,0.104086,0.103,0.05,0.01,303975,318.15,0.2
102,0.180107,0.104086,0.104,0.05,0.01,303975,318.15,0.2
102.5,0.180107,0.104086,0.105,0.05,0.01,303975,318.15,0.2
103,0.180107,0.104086,0.106,0.05,0.01,303975,318.15,0.2
103.5,0.180107,0.104086,0.107,0.05,0.01,303975,318.15,0.2
104,0.180107,0.104086,0.108,0.05,0.01,303975,318.15,0.2
104.5,0.180107,0.104086,0.109,0.05,0.01,303975,318.15,0.2
105,0.180107,0.104086,0.11,0.05,0.01,303975,318.15,0.2
105.5,0.180107,0.104086,0.111,0.05,0.01,303975,318.15,0.2
106,0.180107,0.104086,0.112,0.05,0.01,303975,318.15,0.2
106.5,0.180107,0.104086,0.113,0.05,0.01,303975,318.15,0.2
107,0.180107,0.104086,0.114,0.05,0.01,303975,318.15,0.2
107.5,0.180107,0.104086,0.115,0.05,0.01,303975,318.15,0.2
108,0.180107,0.104086,0.116,0.05,0.01,303975,318.15,0.2
108.5,0.180107,0.104086,0.117,0.05,0.01,303975,318.15,0.2
109,0.180107,0.104086,0.118,0.05,0.01,303975,318.15,0.2
109.5,0.180107,0.104086,0.119,0.05,0.01,303975,318.15,0.2
110,0.180107,0.104086,0.12,0.05,0.01,303975,318.15,0.2
110.5,0.180107,0.104086,0.121,0.05,0.01,303975,318.15,0.2
111,0.180107,0.104086,0.122,0.05,0.01,303975,318.15,0.2
111.5,0.180107,0.104086,0.123,0.05,0.01,303975,318.15,0.2
112,0.180107,0.104086,0.124,0.05,0.01,303975,318.15,0.2
112.5,0.180107,0.104086,0.125,0.05,0.01,303975,318.15,0.2
113,0.180107,0.104086,0.126,0.05,0.01,303975,318.15,0.2
113.5,0.180107,0.104086,0.127,0.05,0.01,303975,318.15,0.2
114,0.180107,0.104086,0.128,0.05,0.01,303975,318.15,0.2
114.5,0.180107,0.104086,0.129,0.05,0.01,303975,318.15,0.2
115,0.180107,0.104086,0.13,0.05,0.01,303975,318.15,0.2
115.5,0.180107,0.104086,0.131,0.05,0.01,303975,318.15,0.2
116,0.180107,0.104086,0.132,0.05,0.01,303975,318.15,0.2
116.5,0.180107,0.104086,0.133,0.05,0.01,303975,318.15,0.2
117,0.180107,0.104086,0.134,0.05,0.01,303975,318.15,0.2
117.5,0.180107,0.104086,0.135,0.05,0.01,303975,318.15,0.2
118,0.180107,0.104086,0.136,0.05,0.01,303975,318.15,0.2
118.5,0.180107,0.104086,0.137,0.05,0.01,303975,318.15,0.2
119,0.180107,0.104086,0.138,0.05,0.01,303975,318.15,0.2
119.5,0.180107,0.104086,0.139,0.05,0.01,303975,318.15,0.2
120,0.180107,0.104086,0.14,0.05,0.01,303975,318.15,0.2
120.5,0.180107,0.104086,0.141,0.05,0.01,303975,318.15,0.2
121,0.180107,0.104086,0.142,0.05,0.01,303975,318.15,0.2
121.5,0.180107,0.104086,0.143,0.05,0.01,303975,318.15,0.2
122,0.180107,0.104086,0.144,0.05,0.01,303975,318.15,0.2
122.5,0.180107,0.104086,0.145,0.05,0.01,303975,318.15,0.2
123,0.180107,0.104086,0.146,0.05,0.01,303975,318.15,0.2
123.5,0.180107,0.104086,0.147,0.05,0.01,303975,318.15,0.2
124,0.180107,0.104086,0.148,0.05,0.01,303975,318.15,0.2
124.5,0.180107,0.104086,0.149,0.05,0.01,303975,318.15,0.2
125,0.180107,0.104086,0.15,0.05,0.01,303975,318.15,0.2
125.5,0.180107,0.104086,0.151,0.05,0.01,303975,318.15,0.2
126,0.180107,0.104086,0.152,0.05,0.01,303975,318.15,0.2
126.5,0.180107,0.104086,0.153,0.05,0.01,303975,318.15,0.2
127,0.180107,0.104086,0.154,0.05,0.01,303975,318.15,0.2
127.5,0.180107,0.104086,0.155,0.05,0.01,303975,318.15,0.2
128,0.180107,0.104086,0.156,0.05,0.01,303975,318.15,0.2
128.5,0.180107,0.104086,0.157,0.05,0.01,303975,318.15,0.2
129,0.180107,0.104086,0.158,0.05,0.01,303975,318.15,0.2
129.5,0.180107,0.104086,0.159,0.05,0.01,303975,318.15,0.2
130,0.180107,0.104086,0.16,0.05,0.01,303975,318.15,0.2
130.5,0.180107,0.104086,0.161,0.05,0.01,303975,318.15,0.2
131,0.180107,0.104086,0.162,0.05,0.01,303975,318.15,0.2
131.5,0.180107,0.104086,0.163,0.05,0.01,303975,318.15,0.2
132,0.180107,0.104086,0.164,0.05,0.01,303975,318.15,0.2
132.5,0.180107,0.104086,0.165,0.05,0.01,303975,318.15,0.2
133,0.180107,0.104086,0.166,0.05,0.01,303975,318.15,0.2
133.5,0.180107,0.104086,0.167,0.05,0.01,303975,318.15,0.2
134,0.180107,0.104086,0.168,0.05,0.01,303975,318.15,0.2
134.5,0.180107,0.104086,0.169,0.05,0.01,303975,318.15,0.2
135,0.180107,0.104086,0.17,0.05,0.01,303975,318.15,0.2
135.5,0.180107,0.104086,0.171,0.05,0.01,303975,318.15,0.2
136,0.180107,0.104086,0.172,0.05,0.01,303975,318.15,0.2
136.5,0.180107,0.104086,0.173,0.05,0.01,303975,318.15,0.2
137,0.180107,0.104086,0.174,0.05,0.01,303975,318.15,0.2
137.5,0.180107,0.104086,0.175,0.05,0.01,303975,318.15,0.2
138,0.180107,0.104086,0.176,0.05,0.01,303975,318.15,0.2
138.5,0.180107,0.104086,0.177,0.05,0.01,303975,318.15,0.2
139,0.180107,0.104086,0.178,0.05,0.01,303975,318.15,0.2
139.5,0.180107,0.104086,0.179,0.05,0.01,303975,318.15,0.2
140,0.180107,0.104086,0.18,0.05,0.01,303975,318.15,0.2
140.5,0.180107,0.104086,0.181,0.05,0.01,303975,318.15,0.2
141,0.180107,0.104086,0.182,0.05,0.01,303975,318.15,0.2
141.5,0.180107,0.104086,0.183,0.05,0.01,303975,318.15,0.2
142,0.180107,0.104086,0.184,0.05,0.01,303975,318.15,0.2
142.5,0.180107,0.104086,0.185,0.05,0.01,303975,318.15,0.2
143,0.180107,0.104086,0.186,0.05,0.01,303975,318.15,0.2
143.5,0.180107,0.104086,0.187,0.05,0.01,303975,318.15,0.2
144,0.180107,0.104086,0.188,0.05,0.01,303975,318.15,0.2
144.5,0.180107,0.104086,0.189,0.05,0.01,303975,318.15,0.2
145,0.180107,0.104086,0.19,0.05,0.01,303975,318.15,0.2
145.5,0.180107,0.104086,0.191,0.05,0.01,303975,318.15,0.2
146,0.180085,0.104068,0.192,0.05,0.01,303975,318.15,0.199983
146.5,0.179931,0.103945,0.193,0.05,0.01,303975,318.15,0.199865
147,0.17964,0.103712,0.194,0.05,0.01,303975,318.15,0.19964
147.5,0.179333,0.103466,0.195,0.05,0.01,303975,318.15,0.199404
148,0.179123,0.103298,0.196,0.05,0.01,303975,318.15,0.199242
148.5,0.179074,0.103259,0.197,0.05,0.01,303975,318.15,0.199204
149,0.179216,0.103373,0.198,0.05,0.01,303975,318.15,0.199314
149.5,0.17956,0.103648,0.199,0.05,0.01,303975,318.15,0.199579
149.9,0.180107,0.104086,0.2,0.05,0.01,303975,318.15,0.2
150,0.180107,0.104086,0.2,0.05,0.01,303975,318.15,0.2
150.5,0.193443,0.114755,0.21,0.05,0.01,303975,318.15,0.21
151,0.20743,0.125944,0.22,0.05,0.01,303975,318.15,0.22
151.5,0.222067,0.137654,0.23,0.05,0.01,303975,318.15,0.23
152,0.237355,0.149884,0.24,0.05,0.01,303975,318.15,0.24
152.5,0.253293,0.162634,0.25,0.05,0.01,303975,318.15,0.25
153,0.269881,0.175905,0.26,0.05,0.01,303975,318.15,0.26
153.5,0.287121,0.189697,0.27,0.05,0.01,303975,318.15,0.27
154,0.30501,0.204008,0.28,0.05,0.01,303975,318.15,0.28
154.5,0.323551,0.218841,0.29,0.05,0.01,303975,318.15,0.29
155,0.342742,0.234193,0.3,0.05,0.01,303975,318.15,0.3
155.5,0.362583,0.250066,0.31,0.05,0.01,303975,318.15,0.31
156,0.383075,0.26646,0.32,0.05,0.01,303975,318.15,0.32
156.5,0.404217,0.283374,0.33,0.05,0.01,303975,318.15,0.33
157,0.42601,0.300808,0.34,0.05,0.01,303975,318.15,0.34
157.5,0.448454,0.318763,0.35,0.05,0.01,303975,318.15,0.35
158,0.471548,0.337238,0.36,0.05,0.01,303975,318.15,0.36
158.5,0.495292,0.356234,0.37,0.05,0.01,303975,318.15,0.37
159,0.519688,0.37575,0.38,0.05,0.01,303975,318.15,0.38
159.5,0.544733,0.395787,0.39,0.05,0.01,303975,318.15,0.39
160,0.570429,0.416344,0.4,0.05,0.01,303975,318.15,0.4
160.5,0.596776,0.437421,0.41,0.05,0.01,303975,318.15,0.41
161,0.623773,0.459019,0.42,0.05,0.01,303975,318.15,0.42
161.5,0.651421,0.481137,0.43,0.05,0.01,303975,318.15,0.43
162,0.67972,0.503776,0.44,0.05,0.01,303975,318.15,0.44
162.5,0.708668,0.526935,0.45,0.05,0.01,303975,318.15,0.45
163,0.738268,0.550614,0.46,0.05,0.01,303975,318.15,0.46
163.5,0.768518,0.574814,0.47,0.05,0.01,303975,318.15,0.47
164,0.799418,0.599535,0.48,0.05,0.01,303975,318.15,0.48
164.5,0.830969,0.624776,0.49,0.05,0.01,303975,318.15,0.49
165,0.863171,0.650537,0.5,0.05,0.01,303975,318.15,0.5
165.5,0.896023,0.676818,0.51,0.05,0.01,303975,318.15,0.51
166,0.929526,0.703621,0.52,0.05,0.01,303975,318.15,0.52
166.5,0.963679,0.730943,0.53,0.05,0.01,303975,318.15,0.53
167,0.998483,0.758786,0.54,0.05,0.01,303975,318.15,0.54
167.5,1.03394,0.787149,0.55,0.05,0.01,303975,318.15,0.55
168,1.07004,0.816033,0.56,0.05,0.01,303975,318.15,0.56
168.5,1.1068,0.845438,0.57,0.05,0.01,303975,318.15,0.57
169,1.1442,0.875362,0.58,0.05,0.01,303975,318.15,0.58
169.5,1.18226,0.905807,0.59,0.05,0.01,303975,318.15,0.59
170,1.22097,0.936773,0.6,0.05,0.01,303975,318.15,0.6
170.5,1.22097,0.936773,0.61,0.05,0.01,303975,318.15,0.6
171,1.22097,0.936773,0.62,0.05,0.01,303975,318.15,0.6
171.5,1.22097,0.936773,0.63,0.05,0.01,303975,318.15,0.6
172,1.22097,0.936773,0.64,0.05,0.01,303975,318.15,0.6
172.5,1.22097,0.936773,0.65,0.05,0.01,303975,318.15,0.6
173,1.22097,0.936773,0.66,0.05,0.01,303975,318.15,0.6
173.5,1.22097,0.936773,0.67,0.05,0.01,303975,318.15,0.6
174,1.22097,0.936773,0.68,0.05,0.01,303975,318.15,0.6
174.5,1.22097,0.936773,0.69,0.05,0.01,303975,318.15,0.6
175,1.22097,0.936773,0.7,0.05,0.01,303975,318.15,0.6
175.5,1.22097,0.936773,0.71,0.05,0.01,303975,318.15,0.6
176,1.22097,0.936773,0.72,0.05,0.01,303975,318.15,0.6
176.5,1.22097,0.936773,0.73,0.05,0.01,303975,318.15,0.6
177,1.22097,0.936773,0.74,0.05,0.01,303975,318.15,0.6
177.5,1.22097,0.936773,0.75,0.05,0.01,303975,318.15,0.6
178,1.22097,0.936773,0.76,0.05,0.01,303975,318.15,0.6
178.5,1.22097,0.936773,0.77,0.05,0.01,303975,318.15,0.6
179,1.22097,0.936773,0.78,0.05,0.01,303975,318.15,0.6
179.5,1.22097,0.936773,0.79,0.05,0.01,303975,318.15,0.6
179.9,1.22097,0.936773,0.8,0.05,0.01,303975,318.15,0.6
180,1.22097,0.936773,0.8,0.05,0.01,303975,318.15,0.6
180.5,1.22097,0.936773,0.801667,0.05,0.01,303975,318.15,0.6
181,1.22097,0.936773,0.803333,0.05,0.01,303975,318.15,0.6
181.5,1.22097,0.936773,0.805,0.05,0.01,303975,318.15,0.6
182,1.22097,0.936773,0.806667,0.05,0.01,303975,318.15,0.6
182.5,1.22097,0.936773,0.808333,0.05,0.01,303975,318.15,0.6
183,1.22097,0.936773,0.81,0.05,0.01,303975,318.15,0.6
183.5,1.22097,0.936773,0.811667,0.05,0.01,303975,318.15,0.6
184,1.22097,0.936773,0.813333,0.05,0.01,303975,318.15,0.6
184.5,1.22097,0.936773,0.815,0.05,0.01,303975,318.15,0.6
185,1.22097,0.936773,0.816667,0.05,0.01,303975,318.15,0.6
185.5,1.22097,0.936773,0.818333,0.05,0.01,303975,318.15,0.6
186,1.22097,0.936773,0.82,0.05,0.01,303975,318.15,0.6
186.5,1.22097,0.936773,0.821667,0.05,0.01,303975,318.15,0.6
187,1.22097,0.936773,0.823333,0.05,0.01,303975,318.15,0.6
187.5,1.22097,0.936773,0.825,0.05,0.01,303975,318.15,0.6
188,1.22097,0.936773,0.826667,0.05,0.01,303975,318.15,0.6
188.5,1.22097,0.936773,0.828333,0.05,0.01,303975,318.15,0.6
189,1.22097,0.936773,0.83,0.05,0.01,303975,318.15,0.6
189.5,1.22097,0.936773,0.831667,0.05,0.01,303975,318.15,0.6
190,1.22097,0.936773,0.833333,0.05,0.01,303975,318.15,0.6
190.5,1.22097,0.936773,0.835,0.05,0.01,303975,318.15,0.6
191,1.22097,0.936773,0.836667,0.05,0.01,303975,318.15,0.6
191.5,1.22097,0.936773,0.838333,0.05,0.01,303975,318.15,0.6
192,1.22097,0.936773,0.84,0.05,0.01,303975,318.15,0.6
192.5,1.22097,0.936773,0.841667,0.05,0.01,303975,318.15,0.6
193,1.22097,0.936773,0.843333,0.05,0.01,303975,318.15,0.6
193.5,1.22097,0.936773,0.845,0.05,0.01,303975,318.15,0.6
194,1.22097,0.936773,0.846667,0.05,0.01,303975,318.15,0.6
194.5,1.22097,0.936773,0.848333,0.05,0.01,303975,318.15,0.6
195,1.22097,0.936773,0.85,0.05,0.01,303975,318.15,0.6
195.5,1.22097,0.936773,0.851667,0.05,0.01,303975,318.15,0.6
196,1.22097,0.936773,0.853333,0.05,0.01,303975,318.15,0.6
