Time,valveStuck.m_flow,valveStuck.m_flow_real,valveStuck.cmd,valveStuck.bias,valveStuck.lambda,valveStuck.dp,valveStuck.T_in,valveStuck.valve.opening
0.0,-0.018799944784673707,0.0,1.0,0.0,0.01,-5841.0401996048658,288.3894045258246,1.0
2.0,0.51077339332724381,0.52042900000000003,1.0,0.0,0.01,2504.4373569948839,289.50592977577833,1.0
4.0,0.7188133198966643,0.73599800000000004,1.0,0.0,0.01,33887.879841795206,288.72441343127736,1.0
6.0,0.84037885626869469,0.90141000000000004,1.0,0.0,0.01,41326.031283027638,290.76440882252882,1.0
8.0,1.0382769629431206,1.0408599999999999,1.0,0.0,0.01,44669.450820131686,290.92112013704821,1.0
10.0,1.1464659571719837,1.1637200000000001,1.0,0.0,0.01,51836.074813525083,290.95240257726641,1.0
12.0,1.2315836988221456,1.2747900000000001,1.0,0.0,0.01,79081.912833084469,292.01750262780945,1.0
14.0,1.3272461329328087,1.37693,1.0,0.0,0.01,75208.621153244647,291.98256257492886,1.0
16.0,1.497715420445568,1.472,1.0,0.0,0.01,92760.091373537012,292.10978987824171,1.0
18.0,1.5711678924733965,1.5612900000000001,1.0,0.0,0.01,116133.7455058292,293.78107806153537,1.0
20.0,1.6225219166669156,1.64574,1.0,0.0,0.01,129993.13367648679,293.44729996899872,1.0
22.0,1.7750415894608906,1.72607,1.0,0.0,0.01,131815.44689705007,295.74174746919704,1.0
24.0,1.7947708783815424,1.8028200000000001,1.0,0.0,0.01,137634.62014021337,294.70719468664549,1.0
26.0,1.892362881337285,1.8764400000000001,1.0,0.0,0.01,163540.62397126658,295.39752382531196,1.0
28.0,2.0266568363233306,1.9472700000000001,1.0,0.0,0.01,173975.96375298078,296.12957326522763,1.0
30.0,2.106408994616221,2.0156100000000001,1.0,0.0,0.01,186794.35041206353,297.23130198572335,1.0
32.0,2.2117883484578811,2.0817199999999998,1.0,0.0,0.01,195377.6543933473,297.35896069653586,1.0
34.0,2.2584252236184259,2.1457899999999999,1.0,0.0,0.01,199531.74542120763,297.47980827077799,1.0
36.0,2.3187869204198752,2.2080000000000002,1.0,0.0,0.01,221842.08543161667,298.27800650739437,1.0
38.0,2.4596792654438393,2.2685,1.0,0.0,0.01,224453.47566475559,300.22390473408689,1.0
