,TZon,TAmb,Q_HP1,Q_HP2,Q_GB,QCon,I_GloHor_sat,prfVen,prfOcc,powEle,T_EMI_sup
2015-01-15 20:00:00+01:00,294.9159980773926,280.84040386676793,0.0,0.0,0.0,0.0,0.0,0.0,0.08106864180289079,8300.000309944153,302.83460845947263
2015-01-15 20:05:00+01:00,294.8819969177246,280.8103234529495,0.0,0.0,0.0,0.0,0.0,0.0,0.014893296317551763,6199.999809265137,302.7267175674438
2015-01-15 20:10:00+01:00,294.8669986724853,280.7830687761307,0.0,0.0,0.0,0.0,0.0,0.0,0.015046835386916396,6199.999809265137,302.54359941482534
2015-01-15 20:15:00+01:00,294.84199905395513,280.74350254535665,0.0,0.0,0.0,0.0,0.0,0.0,0.015200374456281031,6199.999809265137,302.33029985427856
2015-01-15 20:20:00+01:00,294.8139987945557,280.75141150951384,0.0,0.0,0.0,0.0,0.0,0.0,0.01535391352564566,6600.000381469727,302.16970548629763
2015-01-15 20:25:00+01:00,294.8059986114502,280.7349140167236,0.0,0.0,0.0,0.0,0.0,0.0,0.015507452595010294,6600.000381469727,302.1328614234924
2015-01-15 20:30:00+01:00,294.77699813842776,280.7362040042877,0.0,0.0,0.0,0.0,0.0,0.0,0.015660991664374926,6600.000381469727,302.0678254127502
2015-01-15 20:35:00+01:00,294.7449989318848,280.7758442878723,0.0,0.0,0.0,0.0,0.0,0.0,0.01581453073373956,7799.999713897705,301.9755033493042
2015-01-15 20:40:00+01:00,294.72399826049804,280.76050791740414,0.0,0.0,0.0,0.0,0.0,0.0,0.015968069803104192,7799.999713897705,301.88628654479976
2015-01-15 20:45:00+01:00,294.6939987182617,280.74280617237093,0.0,0.0,0.0,0.0,0.0,0.0,0.016121608872468825,7799.999713897705,301.79774084091184
2015-01-15 20:50:00+01:00,294.67999801635744,280.75911457538604,0.0,0.0,0.0,0.0,0.0,0.0,0.016275147941833455,6199.999809265137,301.69225339889516
2015-01-15 20:55:00+01:00,294.6559982299805,280.7103383302688,0.0,0.0,0.0,0.0,0.0,0.0,0.016428687011198092,6199.999809265137,301.6045961380005
2015-01-15 21:00:00+01:00,294.6359981536865,280.675973033905,0.0,0.0,0.0,0.0,0.0,0.0,0.016582226080562718,6199.999809265137,301.51161746978755
2015-01-15 21:05:00+01:00,294.61099815368647,280.65656795501707,0.0,0.0,0.0,0.0,0.0,0.0,0.03884538454925203,6199.999809265137,301.42194061279287
2015-01-15 21:10:00+01:00,294.58799896240237,280.6566668748856,0.0,0.0,0.0,0.0,0.0,0.0,0.03899892361861666,6199.999809265137,301.32807741165163
2015-01-15 21:15:00+01:00,294.58599853515625,280.5698966741561,0.0,0.0,0.0,0.0,0.0,0.0,0.039152462687981296,6199.999809265137,301.2468779563904
2015-01-15 21:20:00+01:00,294.5599998474121,280.5281080927168,0.0,0.0,0.0,0.0,0.0,0.0,0.03930600175734593,6599.99942779541,301.1563524700346
2015-01-15 21:25:00+01:00,294.5339992523193,280.4949165582657,0.0,0.0,0.0,0.0,0.0,0.0,0.03945954082671056,6599.99942779541,301.0572318077087
2015-01-15 21:30:00+01:00,294.5159996032715,280.49028980731964,0.0,0.0,0.0,0.0,0.0,0.0,0.03961307989607519,6599.99942779541,300.96182622909544
2015-01-15 21:35:00+01:00,294.5059989929199,280.39149129265235,0.0,0.0,0.0,0.0,0.0,0.0,0.03976661896543982,5000.0,300.87632137097813
2015-01-15 21:40:00+01:00,294.4879981994629,280.3123477220535,0.0,0.0,0.0,0.0,0.0,0.0,0.039920158034804455,5000.0,300.8022323608398
2015-01-15 21:45:00+01:00,294.4579986572265,280.2938140187944,0.0,0.0,0.0,0.0,0.0,0.0,0.04007369710416909,5000.0,300.71259364173517
2015-01-15 21:50:00+01:00,294.41099853515624,280.3520107030868,0.0,0.0,0.0,0.0,0.0,0.0,0.04022723617353372,5400.000095367433,300.6122494697571
2015-01-15 21:55:00+01:00,294.37499885559083,280.318457865715,0.0,0.0,0.0,0.0,0.0,0.0,0.04038077524289836,5400.000095367433,300.522949886322
2015-01-15 22:00:00+01:00,294.35099868774415,280.2827768564224,0.0,0.0,0.0,0.0,0.0,0.0,0.04053431431226299,5400.000095367433,300.43719701766963
2015-01-15 22:05:00+01:00,294.31599884033204,280.2244153022766,0.0,0.0,0.0,0.0,0.0,0.0,0.04068785338162762,3800.0001907348633,300.37416381835936
2015-01-15 22:10:00+01:00,294.30099868774414,280.2428305387497,0.0,0.0,0.0,0.0,0.0,0.0,0.040841392450992255,3800.0001907348633,300.29647941589354
2015-01-15 22:15:00+01:00,294.2799980163574,280.21575348377223,0.0,0.0,0.0,0.0,0.0,0.0,0.04099493152035689,3800.0001907348633,300.19462156295776
2015-01-15 22:20:00+01:00,294.24299888610835,280.16379151344296,0.0,0.0,0.0,0.0,0.0,0.0,0.04114847058972152,3800.0001907348633,300.10293111801144
2015-01-15 22:25:00+01:00,294.2139987945557,280.0648832798004,0.0,0.0,0.0,0.0,0.0,0.0,0.04130200965908615,3800.0001907348633,300.0186340332031
2015-01-15 22:30:00+01:00,294.19599838256835,280.10705919265746,0.0,0.0,0.0,0.0,0.0,0.0,0.04145554872845078,3800.0001907348633,299.9258865356445
2015-01-15 22:35:00+01:00,294.16799888610836,280.09901013374326,0.0,0.0,0.0,0.0,0.0,0.0,0.04160908779781541,4599.999904632567,299.85136957168584
2015-01-15 22:40:00+01:00,294.14599838256834,280.0813187360764,0.0,0.0,0.0,0.0,0.0,0.0,0.04176262686718005,4599.999904632567,299.78309202194214
2015-01-15 22:45:00+01:00,294.12799797058113,280.07938232421867,0.0,0.0,0.0,0.0,0.0,0.0,0.04191616593654468,4599.999904632567,299.7067185401916
2015-01-15 22:50:00+01:00,294.11099815368647,280.03425130844107,0.0,0.0,0.0,0.0,0.0,0.0,0.042069705005909314,3800.0001907348633,299.632653427124
2015-01-15 22:55:00+01:00,294.10499839782716,280.0696354150772,0.0,0.0,0.0,0.0,0.0,0.0,0.04222324407527395,3800.0001907348633,299.55189018249513
2015-01-15 23:00:00+01:00,294.07199859619135,280.0233384132385,0.0,0.0,0.0,0.0,0.0,0.0,0.04237678314463858,3800.0001907348633,299.47007942199707
2015-01-15 23:05:00+01:00,294.06399765014646,279.95482425689687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,299.40055398941035
2015-01-15 23:10:00+01:00,294.0389980316162,280.00091784000386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,299.33287096023565
2015-01-15 23:15:00+01:00,294.0219985961914,279.95620062351225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,299.265039730072
